snno,District,Market,Crop,Variety,Grade,Min_Price,Max_Price,Model_Price,Date,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
63,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-06,"Pune, MH, India",93.8,60.2,75.2,89.8,60.2,74.1,48.8,44.7,0.0,0,0.0,,0,0,26.2,11.9,286.9,1013.2,18.5,11.5,285.9,24.7,10,10,2024-03-06T06:49:42,2024-03-06T18:42:09,0.86,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
64,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-07,"Pune, MH, India",92.9,53.3,75.6,88.9,53.3,74.3,45.2,37.2,0.0,0,0.0,,0,0,13.9,7.8,332.6,1012.7,6.7,11.4,289.9,25.0,10,10,2024-03-07T06:48:56,2024-03-07T18:42:26,0.9,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
65,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-08,"Pune, MH, India",94.3,60.9,77.2,91.2,60.9,76.0,50.3,42.6,0.0,0,0.0,,0,0,17.9,7.4,11.6,1013.0,4.2,12.0,286.3,24.9,10,10,2024-03-08T06:48:10,2024-03-08T18:42:43,0.93,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-03-09,"Pune, MH, India",94.4,59.6,77.1,91.3,59.6,75.8,48.5,39.9,0.0,0,0.0,,0,0,18.8,9.6,1.5,1013.0,0.0,11.5,289.2,24.9,10,10,2024-03-09T06:47:24,2024-03-09T18:42:59,0.96,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
67,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-10,"Pune, MH, India",96.1,60.9,77.8,91.9,60.9,76.5,49.0,40.5,0.0,0,0.0,,0,0,23.5,9.6,311.5,1013.7,0.0,11.5,289.3,24.9,10,10,2024-03-10T06:46:37,2024-03-10T18:43:15,0.0,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
91,Pune,Pune,Onion,Local,FAQ,700,1900,1300.0,2024-03-11,"Pune, MH, India",96.5,61.4,78.7,92.4,61.4,77.4,50.2,40.2,0.0,0,0.0,,0,0,16.3,8.7,345.6,1014.8,0.0,11.5,289.9,25.0,10,10,2024-03-11T06:45:49,2024-03-11T18:43:31,0.03,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
69,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-12,"Pune, MH, India",96.5,64.1,79.6,93.0,64.1,78.6,54.2,45.1,0.0,0,0.0,,0,0,22.6,10.5,324.1,1014.0,1.7,11.4,289.7,25.0,10,10,2024-03-12T06:45:01,2024-03-12T18:43:47,0.06,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
71,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-13,"Pune, MH, India",94.3,62.3,77.9,89.7,62.3,76.8,53.1,46.7,0.0,0,0.0,,0,0,21.9,8.9,301.2,1013.5,6.6,11.4,298.1,25.9,10,10,2024-03-13T06:44:13,2024-03-13T18:44:02,0.1,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
90,Pune,Pune,Onion,Local,FAQ,700,1700,1200.0,2024-03-14,"Pune, MH, India",95.1,61.4,78.0,91.0,61.4,76.9,53.7,48.2,0.0,0,0.0,,0,0,19.9,10.5,307.0,1013.7,0.0,11.4,299.5,25.8,10,10,2024-03-14T06:43:25,2024-03-14T18:44:17,0.13,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
72,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-03-15,"Pune, MH, India",95.1,60.2,76.5,90.6,60.2,75.3,48.5,41.1,0.0,0,0.0,,0,0,21.5,9.4,286.2,1012.7,0.6,11.4,297.0,25.7,10,10,2024-03-15T06:42:37,2024-03-15T18:44:32,0.16,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-03-16,"Pune, MH, India",93.3,61.4,77.8,89.6,61.4,76.7,52.2,44.9,0.0,0,0.0,,0,0,25.1,10.5,278.1,1012.6,25.9,11.4,293.4,25.3,10,10,2024-03-16T06:41:48,2024-03-16T18:44:47,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
8,Pune,Pune,Onion,Local,FAQ,400,1600,1000.0,2024-03-17,"Pune, MH, India",95.6,63.8,78.4,91.6,63.8,77.3,51.6,42.4,0.0,0,0.0,,0,0,24.4,11.2,281.8,1012.6,8.2,11.5,293.2,25.2,10,10,2024-03-17T06:40:59,2024-03-17T18:45:01,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
14,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-03-18,"Pune, MH, India",93.8,62.0,77.8,89.9,62.0,76.8,50.8,41.8,0.0,0,0.0,,0,0,25.3,10.5,285.0,1012.8,28.3,11.5,296.1,25.6,10,10,2024-03-18T06:40:10,2024-03-18T18:45:15,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
1,Pune,Pune,Onion,Local,FAQ,400,1400,900.0,2024-03-19,"Pune, MH, India",95.2,63.8,78.2,91.3,63.8,76.9,51.8,45.3,0.0,0,0.0,,0,0,24.2,10.1,310.9,1012.3,3.4,11.4,302.6,26.1,10,10,2024-03-19T06:39:20,2024-03-19T18:45:30,0.3,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
16,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-03-20,"Pune, MH, India",95.2,60.5,77.8,90.8,60.5,76.3,47.1,38.6,0.0,0,0.0,,0,0,27.3,10.3,43.8,1012.2,2.9,11.4,306.9,26.5,10,10,2024-03-20T06:38:31,2024-03-20T18:45:44,0.33,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
2,Pune,Pune,Onion,Local,FAQ,400,1400,900.0,2024-03-21,"Pune, MH, India",96.5,59.1,78.7,93.6,59.1,77.7,49.3,37.5,0.0,0,0.0,,0,0,23.5,8.3,110.6,1011.1,18.4,11.4,299.5,25.8,10,10,2024-03-21T06:37:41,2024-03-21T18:45:57,0.37,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
19,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-03-22,"Pune, MH, India",97.4,68.1,81.0,94.1,68.1,80.2,56.6,47.1,0.0,0,0.0,,0,0,22.4,9.4,273.3,1009.9,11.9,11.4,299.6,25.9,10,10,2024-03-22T06:36:52,2024-03-22T18:46:11,0.4,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-03-23,"Pune, MH, India",97.4,65.6,80.7,93.9,65.6,79.9,57.1,49.2,0.0,0,0.0,,0,0,23.7,10.5,297.3,1009.8,6.9,11.5,301.2,26.0,10,10,2024-03-23T06:36:02,2024-03-23T18:46:25,0.43,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
46,Pune,Pune,Onion,Local,FAQ,500,2200,1350.0,2024-03-24,"Pune, MH, India",96.9,66.3,81.1,93.5,66.3,80.3,54.9,43.6,0.0,0,0.0,,0,0,22.6,8.1,299.7,1011.2,16.8,11.5,295.9,25.6,10,10,2024-03-24T06:35:12,2024-03-24T18:46:39,0.47,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-03-25,"Pune, MH, India",99.7,68.1,82.4,99.9,68.1,82.3,59.7,49.8,0.0,0,0.0,,0,0,22.8,8.3,314.7,1011.5,6.0,11.6,292.9,25.1,10,10,2024-03-25T06:34:22,2024-03-25T18:46:52,0.5,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
44,Pune,Pune,Onion,Local,FAQ,500,1800,1150.0,2024-03-26,"Pune, MH, India",100.5,68.1,82.9,97.6,68.1,82.9,60.7,51.1,0.0,0,0.0,,0,0,24.8,8.9,305.0,1011.6,3.8,12.3,294.2,25.4,10,10,2024-03-26T06:33:33,2024-03-26T18:47:06,0.53,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
42,Pune,Pune,Onion,Local,FAQ,500,1700,1100.0,2024-03-27,"Pune, MH, India",101.9,71.0,83.9,99.3,71.0,84.2,62.2,52.4,0.004,100,4.17,rain,0,0,20.4,10.5,281.5,1012.9,25.1,12.9,275.4,23.8,10,10,2024-03-27T06:32:43,2024-03-27T18:47:19,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
10,Pune,Pune,Onion,Local,FAQ,400,1800,1100.0,2024-03-28,"Pune, MH, India",97.1,73.7,83.4,97.0,73.7,84.3,63.8,54.8,0.0,0,0.0,,0,0,20.1,10.1,281.9,1012.7,31.5,15.0,251.6,21.7,9,10,2024-03-28T06:31:53,2024-03-28T18:47:33,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
43,Pune,Pune,Onion,Local,FAQ,500,1700,1100.0,2024-03-29,"Pune, MH, India",96.5,74.4,83.3,96.1,74.4,83.9,65.0,57.1,0.008,100,4.17,rain,0,0,17.4,8.7,287.9,1011.5,40.8,15.0,234.6,20.4,8,10,2024-03-29T06:31:04,2024-03-29T18:47:46,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
,,,,,,,,,2024-03-30,"Pune, MH, India",95.8,72.9,83.6,96.1,72.9,84.5,65.4,57.5,0.0,0,0.0,,0,0,20.4,8.7,304.0,1012.7,31.9,15.0,257.5,22.3,9,10,2024-03-30T06:30:14,2024-03-30T18:48:00,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
9,Pune,Pune,Onion,Local,FAQ,400,1600,1000.0,2024-03-31,"Pune, MH, India",96.0,73.5,84.1,96.0,73.5,84.2,59.9,45.4,0.0,0,0.0,,0,0,21.7,8.9,354.0,1013.6,48.6,15.0,236.1,20.6,8,10,2024-03-31T06:29:25,2024-03-31T18:48:13,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
6,Pune,Pune,Onion,Local,FAQ,400,1600,1000.0,2024-04-01,"Pune, MH, India",97.8,72.1,84.3,96.2,72.1,83.5,56.8,41.5,0.0,0,0.0,,0,0,24.6,9.6,310.2,1011.0,55.5,14.5,282.5,24.3,10,10,2024-04-01T06:28:36,2024-04-01T18:48:27,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,remote"
34,Pune,Pune,Onion,Local,FAQ,500,1700,1100.0,2024-04-02,"Pune, MH, India",97.2,69.2,83.0,94.4,69.2,82.3,56.5,43.2,0.0,0,0.0,,0,0,26.6,10.5,289.8,1009.6,33.0,13.4,308.0,26.7,10,10,2024-04-02T06:27:47,2024-04-02T18:48:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
48,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-03,"Pune, MH, India",101.0,68.6,83.2,97.7,68.6,82.5,58.4,47.7,0.0,0,0.0,,0,0,25.9,10.5,284.8,1010.0,46.4,11.9,289.4,24.9,10,10,2024-04-03T06:26:58,2024-04-03T18:48:54,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
21,Pune,Pune,Onion,Local,FAQ,500,1600,1050.0,2024-04-04,"Pune, MH, India",102.3,70.4,83.7,99.0,70.4,83.0,57.1,44.4,0.0,0,0.0,,0,0,24.8,10.7,303.2,1010.4,49.4,11.4,302.4,26.3,10,10,2024-04-04T06:26:10,2024-04-04T18:49:08,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
49,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-05,"Pune, MH, India",101.9,68.6,84.6,99.0,68.6,84.1,59.3,47.5,0.0,0,0.0,,0,0,25.1,8.9,308.8,1009.8,31.1,11.5,300.5,26.0,10,10,2024-04-05T06:25:22,2024-04-05T18:49:22,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-06,"Pune, MH, India",101.0,69.2,84.9,97.3,69.2,83.7,54.4,38.8,0.0,0,0.0,,0,0,24.2,8.1,339.6,1008.7,20.8,11.5,282.2,24.3,10,10,2024-04-06T06:24:34,2024-04-06T18:49:36,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
50,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-07,"Pune, MH, India",100.6,71.3,83.7,97.2,71.3,82.5,52.5,36.4,0.0,0,0.0,,0,0,24.4,12.5,305.7,1008.3,28.2,11.5,277.8,24.0,9,10,2024-04-07T06:23:46,2024-04-07T18:49:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
51,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-08,"Pune, MH, India",100.6,66.3,82.7,96.4,66.3,81.3,47.2,31.3,0.0,0,0.0,,0,0,19.0,8.1,305.0,1009.2,10.3,11.4,313.1,27.1,10,10,2024-04-08T06:22:59,2024-04-08T18:50:04,0.0,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
11,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-09,"Pune, MH, India",101.0,69.5,83.5,96.9,69.5,82.5,55.5,42.8,0.0,0,0.0,,0,0,24.4,10.5,287.8,1009.4,3.5,12.0,311.2,26.9,10,10,2024-04-09T06:22:12,2024-04-09T18:50:18,0.02,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-10,"Pune, MH, India",101.5,67.7,83.0,98.2,67.7,82.4,57.7,46.6,0.0,0,0.0,,0,0,26.2,11.2,280.4,1009.5,1.9,11.5,310.8,26.8,10,10,2024-04-10T06:21:25,2024-04-10T18:50:33,0.05,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-11,"Pune, MH, India",100.5,69.2,83.8,96.4,69.2,83.2,57.3,43.8,0.0,0,0.0,,0,0,25.1,11.0,287.0,1009.8,22.7,11.4,281.1,24.3,9,10,2024-04-11T06:20:39,2024-04-11T18:50:47,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-04-12,"Pune, MH, India",98.3,71.9,83.4,97.9,71.9,83.4,60.6,48.8,0.004,100,4.17,rain,0,0,25.1,12.8,255.9,1009.6,31.3,11.5,285.5,24.6,10,10,2024-04-12T06:19:54,2024-04-12T18:51:02,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-13,"Pune, MH, India",101.5,65.9,82.1,96.6,65.9,81.1,55.8,46.0,0.0,0,0.0,,0,0,26.4,10.7,252.8,1010.1,13.7,11.4,315.5,27.3,10,10,2024-04-13T06:19:08,2024-04-13T18:51:17,0.15,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
12,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-14,"Pune, MH, India",101.9,65.7,83.0,97.8,65.7,82.4,58.5,49.8,0.0,0,0.0,,0,0,23.0,9.6,289.5,1010.6,15.4,11.4,316.7,27.3,10,10,2024-04-14T06:18:23,2024-04-14T18:51:32,0.18,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
52,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-15,"Pune, MH, India",101.5,72.2,85.8,103.2,72.2,87.1,65.0,53.8,0.0,0,0.0,,0,0,20.4,7.2,327.8,1010.7,33.2,11.4,259.1,22.2,9,10,2024-04-15T06:17:39,2024-04-15T18:51:48,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
13,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-16,"Pune, MH, India",98.3,76.4,87.3,97.0,76.4,87.6,62.4,46.7,0.012,100,4.17,rain,0,0,25.7,8.3,344.0,1010.6,33.4,15.0,227.3,19.6,8,10,2024-04-16T06:16:55,2024-04-16T18:52:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
,,,,,,,,,2024-04-17,"Pune, MH, India",97.6,77.4,86.0,97.0,77.4,87.4,65.7,54.4,0.284,100,20.83,rain,0,0,19.7,6.7,261.3,1010.8,56.4,14.9,244.3,21.1,9,75,2024-04-17T06:16:12,2024-04-17T18:52:19,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
,,,,,,,,,2024-04-18,"Pune, MH, India",99.8,75.8,85.6,98.5,75.8,87.0,68.3,62.9,0.012,100,4.17,rain,0,0,23.9,8.9,289.5,1010.0,47.1,15.0,267.0,23.0,9,30,2024-04-18T06:15:29,2024-04-18T18:52:35,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
15,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-19,"Pune, MH, India",102.3,76.2,85.9,102.1,76.2,88.5,68.6,60.0,0.0,0,0.0,,0,0,26.4,10.7,281.6,1007.6,36.5,12.0,247.5,21.3,9,60,2024-04-19T06:14:47,2024-04-19T18:52:51,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-04-20,"Pune, MH, India",101.9,72.8,83.3,103.1,72.8,84.6,66.1,59.3,0.079,100,4.17,rain,0,0,19.9,10.7,286.0,1008.2,40.1,11.2,238.8,20.4,9,30,2024-04-20T06:14:05,2024-04-20T18:53:08,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
17,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-21,"Pune, MH, India",99.7,71.0,82.9,98.9,71.0,83.1,63.5,56.2,0.012,100,4.17,rain,0,0,19.5,9.8,300.8,1008.4,39.0,10.9,227.3,19.4,7,10,2024-04-21T06:13:25,2024-04-21T18:53:25,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
18,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-22,"Pune, MH, India",100.1,72.2,85.1,105.8,72.2,86.1,61.8,47.4,0.0,0,0.0,rain,0,0,22.8,8.5,300.6,1008.8,18.3,10.7,279.5,24.1,9,10,2024-04-22T06:12:44,2024-04-22T18:53:42,0.44,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-23,"Pune, MH, India",101.0,71.9,85.7,98.6,71.9,86.0,60.6,45.4,0.0,0,0.0,rain,0,0,24.2,11.2,303.8,1007.7,21.5,11.3,302.8,26.1,10,10,2024-04-23T06:12:05,2024-04-23T18:53:59,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
47,Pune,Pune,Onion,Local,FAQ,600,1600,1050.0,2024-04-24,"Pune, MH, India",98.8,74.0,85.2,99.4,74.0,85.8,62.4,48.9,0.0,0,0.0,,0,0,19.5,8.7,307.8,1007.0,41.3,11.5,259.4,22.4,9,10,2024-04-24T06:11:26,2024-04-24T18:54:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
54,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-25,"Pune, MH, India",100.6,74.0,86.2,101.4,74.0,87.2,63.0,48.6,0.02,100,4.17,rain,0,0,22.1,6.9,285.5,1007.4,33.1,11.4,274.2,23.5,9,10,2024-04-25T06:10:47,2024-04-25T18:54:34,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
20,Pune,Pune,Onion,Local,FAQ,500,1500,1000.0,2024-04-26,"Pune, MH, India",102.8,76.7,87.2,103.7,76.7,88.0,62.2,45.2,0.008,100,4.17,rain,0,0,21.3,9.8,300.4,1007.4,37.4,11.0,270.1,23.3,9,10,2024-04-26T06:10:10,2024-04-26T18:54:52,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-27,"Pune, MH, India",103.3,75.8,88.6,104.5,75.8,89.5,63.3,46.0,0.0,0,0.0,,0,0,20.4,6.7,350.1,1007.3,20.9,11.5,282.8,24.4,9,10,2024-04-27T06:09:33,2024-04-27T18:55:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
55,Pune,Pune,Onion,Local,FAQ,600,1600,1100.0,2024-04-28,"Pune, MH, India",104.2,75.5,90.1,103.9,75.5,90.1,60.2,39.7,0.0,0,0.0,,0,0,22.6,9.2,352.7,1007.3,21.4,11.5,290.8,25.1,10,10,2024-04-28T06:08:57,2024-04-28T18:55:29,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-04-29,"Pune, MH, India",106.4,75.3,89.5,104.6,75.3,89.1,58.2,37.1,0.0,0,0.0,,0,0,21.7,9.8,325.1,1008.3,9.6,11.4,286.6,24.8,10,10,2024-04-29T06:08:21,2024-04-29T18:55:47,0.69,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-04-30,"Pune, MH, India",105.1,74.6,89.4,102.4,74.6,88.4,54.9,32.5,0.0,0,0.0,,0,0,25.3,10.3,310.0,1007.3,9.9,11.4,311.7,26.7,10,10,2024-04-30T06:07:47,2024-04-30T18:56:06,0.72,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-05-01,"Pune, MH, India",96.0,74.7,84.7,94.7,74.7,84.1,57.4,40.8,0.0,0,0.0,,0,0,29.1,12.5,276.8,1007.2,3.0,14.5,317.2,27.3,10,10,2024-05-01T06:07:13,2024-05-01T18:56:26,0.75,Clear,Clear conditions throughout the day.,clear-day,"43063099999,remote"
59,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-05-02,"Pune, MH, India",102.8,68.8,83.9,97.7,68.8,82.7,53.9,40.3,0.0,0,0.0,,0,0,24.8,10.3,276.0,1006.8,0.5,11.4,324.6,28.1,10,10,2024-05-02T06:06:40,2024-05-02T18:56:45,0.79,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
74,Pune,Pune,Onion,Local,FAQ,600,1900,1250.0,2024-05-03,"Pune, MH, India",101.0,67.2,83.5,95.6,67.2,82.7,53.4,42.2,0.0,0,0.0,,0,0,21.7,10.1,289.0,1007.6,0.0,11.4,331.0,28.5,10,10,2024-05-03T06:06:08,2024-05-03T18:57:05,0.83,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-05-04,"Pune, MH, India",102.4,71.0,85.5,99.1,71.0,85.8,62.2,51.4,0.0,0,0.0,,0,0,23.9,9.6,285.2,1008.6,28.6,11.4,322.5,27.8,10,10,2024-05-04T06:05:37,2024-05-04T18:57:25,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
100,Pune,Pune,Onion,Local,FAQ,700,2300,1500.0,2024-05-05,"Pune, MH, India",104.2,73.1,86.3,103.0,73.1,87.6,65.0,53.5,0.0,0,0.0,,0,0,25.9,12.5,289.5,1007.0,21.5,11.5,313.7,27.0,10,30,2024-05-05T06:05:06,2024-05-05T18:57:45,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
104,Pune,Pune,Onion,Local,FAQ,800,2200,1500.0,2024-05-06,"Pune, MH, India",100.1,73.1,85.0,101.5,73.1,85.8,63.6,51.5,0.0,0,0.0,,0,0,28.0,11.9,283.0,1007.8,1.1,11.5,319.3,27.6,10,10,2024-05-06T06:04:37,2024-05-06T18:58:06,0.93,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
76,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-07,"Pune, MH, India",102.4,71.3,83.6,100.1,71.3,84.2,64.0,56.1,0.0,0,0.0,,0,0,23.9,12.8,272.9,1008.9,10.2,11.2,314.5,27.1,10,10,2024-05-07T06:04:08,2024-05-07T18:58:26,0.97,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-05-08,"Pune, MH, India",101.0,72.2,83.6,99.0,72.2,84.4,66.5,61.9,0.0,0,0.0,,0,0,23.9,11.4,278.2,1008.8,16.3,11.7,290.7,25.1,10,10,2024-05-08T06:03:41,2024-05-08T18:58:47,0.0,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
66,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-05-09,"Pune, MH, India",101.5,71.7,83.4,103.2,71.7,84.9,67.7,62.7,0.02,100,4.17,rain,0,0,21.3,11.4,280.3,1007.7,32.7,11.4,273.5,23.6,9,10,2024-05-09T06:03:14,2024-05-09T18:59:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
68,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-05-10,"Pune, MH, India",99.7,71.4,81.0,104.7,71.4,82.2,68.4,68.7,1.102,100,4.17,rain,0,0,22.1,9.2,282.1,1009.2,45.4,11.2,235.1,20.4,8,10,2024-05-10T06:02:48,2024-05-10T18:59:30,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-05-11,"Pune, MH, India",98.7,69.2,81.9,102.7,69.2,84.0,69.4,69.1,1.575,100,4.17,rain,0,0,24.6,8.5,298.0,1010.0,41.5,11.2,267.3,22.9,9,30,2024-05-11T06:02:23,2024-05-11T18:59:51,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
